INCIDENCE_LIST
    El-#  Node-i  Node-j  Node-m  Centroid-x  Centroid-y   Stiffness     Poisson     Unit-Wt    x-Strain    y-Strain   xy-Strain    x-Stress    y-Stress   xy-Stress     Sigma-1     Sigma-3
     286     196     197     168       22.36       10.07   1.000e+07   2.500e-01   2.000e+04   2.426e-03  -1.189e-01   6.226e-03   4.463e+05   1.417e+06  -2.490e+04   1.417e+06   4.457e+05
     287      86     105     169       32.08        3.22   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -1.225e-01   5.277e-03   4.899e+05   1.470e+06  -2.111e+04   1.470e+06   4.895e+05
     288     199     167     195       15.45        2.09   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -1.289e-01   2.742e-03   5.154e+05   1.546e+06  -1.097e+04   1.546e+06   5.153e+05
     289      74     207     176        2.84       16.00   1.000e+07   2.500e-01   2.000e+04   1.777e-03  -1.084e-01  -2.524e-04   4.124e+05   1.294e+06   1.010e+03   1.294e+06   4.124e+05
     290     152     171      89       87.59       20.95   1.000e+07   2.500e-01   2.000e+04   2.076e-03  -1.036e-01  -8.260e-04   3.897e+05   1.235e+06   3.304e+03   1.235e+06   3.897e+05
     291     194     162     193       64.09        8.12   1.000e+07   2.500e-01   2.000e+04  -9.527e-04  -1.134e-01  -5.627e-03   4.651e+05   1.365e+06   2.251e+04   1.365e+06   4.645e+05
     292      47     151     208       81.44        2.14   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -1.289e-01  -4.087e-03   5.154e+05   1.546e+06   1.635e+04   1.546e+06   5.151e+05
     293     174     175     177        5.31       69.43   1.000e+07   2.500e-01   2.000e+04   1.089e-06  -1.870e-02   8.674e-04   7.477e+04   2.243e+05  -3.470e+03   2.244e+05   7.469e+04
     294     174     103     175        2.77       65.00   1.000e+07   2.500e-01   2.000e+04  -2.314e-04  -2.596e-02  -3.891e-03   1.066e+05   3.125e+05   1.556e+04   3.137e+05   1.055e+05
     295     178     181     180        6.12       49.91   1.000e+07   2.500e-01   2.000e+04  -1.090e-03  -5.004e-02   2.689e-03   2.132e+05   6.049e+05  -1.075e+04   6.052e+05   2.130e+05
     296     177     120     173       12.54       73.82   1.000e+07   2.500e-01   2.000e+04  -4.078e-04  -8.885e-03   1.664e-03   4.043e+04   1.083e+05  -6.655e+03   1.089e+05   3.979e+04
     297     201     200     167       10.25        1.53   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -1.305e-01   1.755e-03   5.218e+05   1.565e+06  -7.021e+03   1.566e+06   5.218e+05
     298     176     203     204       11.21       12.64   1.000e+07   2.500e-01   2.000e+04   1.592e-03  -1.156e-01   1.966e-03   4.431e+05   1.380e+06  -7.866e+03   1.380e+06   4.431e+05
     299     120     177     175       11.14       68.82   1.000e+07   2.500e-01   2.000e+04  -2.744e-04  -1.904e-02  -3.333e-03   7.945e+04   2.296e+05   1.333e+04   2.308e+05   7.828e+04
     300       4     177     173        6.71       77.76   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -6.460e-03  -1.980e-03   2.584e+04   7.752e+04   7.922e+03   7.870e+04   2.465e+04
     301     103     181     175        5.42       60.00   1.000e+07   2.500e-01   2.000e+04  -4.600e-04  -3.568e-02   2.334e-03   1.482e+05   4.300e+05  -9.335e+03   4.303e+05   1.479e+05
     302     179     182      39        4.38       34.99   1.000e+07   2.500e-01   2.000e+04  -7.973e-04  -7.613e-02  -2.145e-03   3.141e+05   9.167e+05   8.580e+03   9.168e+05   3.139e+05
     303     184     179      74        2.33       25.00   1.000e+07   2.500e-01   2.000e+04   1.359e-03  -9.335e-02  -3.188e-03   3.571e+05   1.115e+06   1.275e+04   1.115e+06   3.569e+05
     304     180     181     103        2.65       55.00   1.000e+07   2.500e-01   2.000e+04  -6.992e-04  -4.277e-02  -2.511e-03   1.795e+05   5.160e+05   1.004e+04   5.163e+05   1.792e+05
     305     180      39     178        3.48       44.91   1.000e+07   2.500e-01   2.000e+04  -1.403e-03  -5.898e-02  -2.448e-03   2.528e+05   7.134e+05   9.792e+03   7.136e+05   2.526e+05
     306     175     181     104       11.17       57.97   1.000e+07   2.500e-01   2.000e+04  -7.808e-04  -3.553e-02  -1.596e-03   1.515e+05   4.295e+05   6.383e+03   4.297e+05   1.514e+05
     307     182     178      39        7.86       39.90   1.000e+07   2.500e-01   2.000e+04  -1.074e-03  -6.719e-02   5.477e-04   2.817e+05   8.106e+05  -2.191e+03   8.106e+05   2.816e+05
     308     183     182      93       16.75       30.66   1.000e+07   2.500e-01   2.000e+04   1.446e-03  -8.657e-02  -1.949e-03   3.289e+05   1.033e+06   7.798e+03   1.033e+06   3.289e+05
     309     183      93     198       19.84       25.61   1.000e+07   2.500e-01   2.000e+04   1.476e-03  -9.176e-02   3.836e-03   3.493e+05   1.095e+06  -1.534e+04   1.096e+06   3.490e+05
     310      44     183      61       24.45       34.92   1.000e+07   2.500e-01   2.000e+04   2.159e-03  -7.761e-02  -1.630e-03   2.845e+05   9.226e+05   6.519e+03   9.227e+05   2.844e+05
     311     176     207     206        4.86       12.49   1.000e+07   2.500e-01   2.000e+04   1.777e-03  -1.156e-01   3.403e-04   4.410e+05   1.380e+06  -1.361e+03   1.380e+06   4.410e+05
     312     182     184      93       11.90       28.38   1.000e+07   2.500e-01   2.000e+04   1.030e-03  -8.633e-02  -1.052e-03   3.329e+05   1.032e+06   4.208e+03   1.032e+06   3.329e+05
     313     164     185      77       93.84       62.79   1.000e+07   2.500e-01   2.000e+04  -5.808e-04  -2.833e-02  -1.822e-03   1.203e+05   3.423e+05   7.286e+03   3.425e+05   1.201e+05
     314     137     185      80       84.40       59.34   1.000e+07   2.500e-01   2.000e+04  -1.126e-04  -3.498e-02   3.476e-04   1.413e+05   4.202e+05  -1.390e+03   4.203e+05   1.413e+05
     315      48     186     109       87.81       43.68   1.000e+07   2.500e-01   2.000e+04  -1.603e-03  -5.882e-02   1.028e-04   2.545e+05   7.123e+05  -4.111e+02   7.123e+05   2.545e+05
     316     166     186     114       92.87       34.66   1.000e+07   2.500e-01   2.000e+04  -3.072e-04  -7.489e-02   1.804e-03   3.032e+05   8.999e+05  -7.218e+03   9.000e+05   3.032e+05
     317     188      45     119       28.01       68.00   1.000e+07   2.500e-01   2.000e+04   1.544e-03  -2.617e-02  -9.348e-03   8.616e+04   3.079e+05   3.739e+04   3.140e+05   8.002e+04
     318     175     187     120       15.63       64.73   1.000e+07   2.500e-01   2.000e+04   2.788e-04  -2.680e-02  -2.233e-03   1.039e+05   3.205e+05   8.933e+03   3.209e+05   1.035e+05
     319     173     188      40       20.41       77.50   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -6.205e-03  -5.415e-03   2.482e+04   7.445e+04   2.166e+04   8.258e+04   1.669e+04
     320     187     188     120       20.77       67.23   1.000e+07   2.500e-01   2.000e+04   2.293e-03  -2.618e-02   1.660e-05   7.721e+04   3.050e+05  -6.640e+01   3.050e+05   7.721e+04
     321     134     190      41       69.24       77.46   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -7.082e-03   9.476e-03   2.833e+04   8.498e+04  -3.791e+04   1.040e+05   9.332e+03
     322      88     152     189       95.83       14.30   1.000e+07   2.500e-01   2.000e+04   1.959e-03  -1.114e-01   1.523e-03   4.220e+05   1.329e+06  -6.094e+03   1.329e+06   4.220e+05
     323      62     190     135       66.20       68.29   1.000e+07   2.500e-01   2.000e+04   1.323e-03  -2.403e-02   1.149e-02   8.025e+04   2.831e+05  -4.594e+04   2.930e+05   7.033e+04
     324     193     162      91       60.97       10.55   1.000e+07   2.500e-01   2.000e+04  -3.019e-03  -1.096e-01  -7.648e-03   4.745e+05   1.327e+06   3.059e+04   1.328e+06   4.734e+05
     325     138     192      91       53.58       12.32   1.000e+07   2.500e-01   2.000e+04  -3.990e-03  -1.037e-01  -8.803e-03   4.628e+05   1.261e+06   3.521e+04   1.262e+06   4.613e+05
     326     139      35     192       49.07        5.17   1.000e+07   2.500e-01   2.000e+04  -3.641e-03  -1.182e-01   6.442e-04   5.165e+05   1.433e+06  -2.577e+03   1.433e+06   5.165e+05
     327     193     163     194       62.77        3.81   1.000e+07   2.500e-01   2.000e+04  -9.181e-04  -1.231e-01  -5.974e-03   5.035e+05   1.481e+06   2.390e+04   1.482e+06   5.029e+05
     328      91     192     193       56.53        8.51   1.000e+07   2.500e-01   2.000e+04  -2.450e-03  -1.081e-01  -2.692e-03   4.619e+05   1.307e+06   1.077e+04   1.308e+06   4.618e+05
     329      47     194     163       67.98        1.96   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -1.243e-01  -4.798e-03   4.973e+05   1.492e+06   1.919e+04   1.492e+06   4.969e+05
     330     172     162     194       68.78        9.02   1.000e+07   2.500e-01   2.000e+04   1.779e-04  -1.134e-01  -6.880e-03   4.515e+05   1.360e+06   2.752e+04   1.361e+06   4.507e+05
     331     169     197     196       27.36        9.29   1.000e+07   2.500e-01   2.000e+04   1.150e-03  -1.171e-01   4.820e-03   4.547e+05   1.401e+06  -1.928e+04   1.401e+06   4.543e+05
     332     169     196      86       26.87        5.23   1.000e+07   2.500e-01   2.000e+04   1.089e-03  -1.255e-01   7.601e-03   4.888e+05   1.501e+06  -3.040e+04   1.502e+06   4.879e+05
     333     196     168     199       18.57        8.09   1.000e+07   2.500e-01   2.000e+04   8.531e-04  -1.195e-01   4.193e-03   4.677e+05   1.430e+06  -1.677e+04   1.431e+06   4.674e+05
     334     169      87     197       30.41       13.86   1.000e+07   2.500e-01   2.000e+04   2.068e-04  -1.054e-01   6.176e-03   4.190e+05   1.264e+06  -2.470e+04   1.264e+06   4.183e+05
     335     198     197      87       26.63       17.24   1.000e+07   2.500e-01   2.000e+04   2.624e-03  -1.070e-01   7.349e-03   3.965e+05   1.274e+06  -2.940e+04   1.275e+06   3.955e+05
     336     198      87      61       27.99       23.81   1.000e+07   2.500e-01   2.000e+04   2.582e-03  -9.497e-02   4.832e-03   3.489e+05   1.129e+06  -1.933e+04   1.130e+06   3.484e+05
     337     198      93     205       16.29       21.64   1.000e+07   2.500e-01   2.000e+04   1.974e-03  -9.814e-02  -4.973e-04   3.689e+05   1.170e+06   1.989e+03   1.170e+06   3.689e+05
     338     203     168     204       14.62       11.98   1.000e+07   2.500e-01   2.000e+04   2.178e-03  -1.153e-01   1.222e-03   4.352e+05   1.375e+06  -4.888e+03   1.375e+06   4.351e+05
     339       1     200     202        4.18        1.51   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -1.308e-01   7.685e-04   5.232e+05   1.570e+06  -3.074e+03   1.570e+06   5.232e+05
     340     201     202     200        7.60        3.05   1.000e+07   2.500e-01   2.000e+04   7.891e-04  -1.306e-01   1.643e-03   5.129e+05   1.564e+06  -6.570e+03   1.564e+06   5.128e+05
     341     199     203     201       12.18        6.84   1.000e+07   2.500e-01   2.000e+04   1.403e-03  -1.230e-01   8.874e-04   4.751e+05   1.470e+06  -3.549e+03   1.470e+06   4.751e+05
     342     206     202     201        6.95        6.20   1.000e+07   2.500e-01   2.000e+04   7.962e-04  -1.237e-01   8.890e-04   4.854e+05   1.482e+06  -3.556e+03   1.482e+06   4.854e+05
     343     201     203     206        9.17        7.90   1.000e+07   2.500e-01   2.000e+04   1.590e-03  -1.232e-01   2.149e-03   4.739e+05   1.473e+06  -8.595e+03   1.473e+06   4.738e+05
     344       1     202     170        1.51        4.18   1.000e+07   2.500e-01   2.000e+04   7.685e-04  -1.279e-01  -2.866e-03   5.025e+05   1.532e+06   1.146e+04   1.532e+06   5.024e+05
     345     168     203     199       15.02        9.31   1.000e+07   2.500e-01   2.000e+04   1.725e-03  -1.198e-01   4.058e-03   4.583e+05   1.430e+06  -1.623e+04   1.431e+06   4.581e+05
     346     203     176     206        8.60       11.04   1.000e+07   2.500e-01   2.000e+04   1.612e-03  -1.160e-01   1.230e-03   4.447e+05   1.386e+06  -4.919e+03   1.386e+06   4.447e+05
     347     198     204     168       18.35       15.38   1.000e+07   2.500e-01   2.000e+04   2.047e-03  -1.098e-01   3.566e-03   4.145e+05   1.309e+06  -1.426e+04   1.309e+06   4.143e+05
     348     205     184      74        5.96       21.65   1.000e+07   2.500e-01   2.000e+04   1.714e-03  -9.914e-02   4.584e-04   3.760e+05   1.183e+06  -1.833e+03   1.183e+06   3.760e+05
     349     198     205     204       15.73       18.02   1.000e+07   2.500e-01   2.000e+04   1.994e-03  -1.064e-01   1.484e-03   4.018e+05   1.269e+06  -5.935e+03   1.269e+06   4.018e+05
     350      93     184     205       11.15       23.36   1.000e+07   2.500e-01   2.000e+04   1.001e-03  -9.848e-02   7.591e-04   3.819e+05   1.178e+06  -3.036e+03   1.178e+06   3.819e+05
     351     205      74     176        6.47       17.98   1.000e+07   2.500e-01   2.000e+04   1.716e-03  -1.068e-01   8.237e-04   4.065e+05   1.274e+06  -3.295e+03   1.274e+06   4.065e+05
     352     170     202     206        3.53        7.34   1.000e+07   2.500e-01   2.000e+04   1.197e-03  -1.238e-01   8.661e-04   4.807e+05   1.480e+06  -3.464e+03   1.480e+06   4.807e+05
     353     150     208     152       81.47       11.94   1.000e+07   2.500e-01   2.000e+04   1.976e-03  -1.157e-01  -6.181e-03   4.391e+05   1.381e+06   2.472e+04   1.381e+06   4.385e+05
     354     170     206     207        2.02       10.49   1.000e+07   2.500e-01   2.000e+04   1.334e-03  -1.170e-01  -1.333e-03   4.521e+05   1.399e+06   5.330e+03   1.399e+06   4.521e+05
     355      47     208     172       76.76        4.90   1.000e+07   2.500e-01   2.000e+04   1.254e-04  -1.248e-01  -8.022e-03   4.978e+05   1.497e+06   3.209e+04   1.498e+06   4.967e+05
     356     208     209     152       87.30        8.59   1.000e+07   2.500e-01   2.000e+04   1.555e-03  -1.196e-01  -1.390e-03   4.597e+05   1.429e+06   5.560e+03   1.429e+06   4.596e+05
     357       2     209     151       93.36        2.15   1.000e+07   2.500e-01   2.000e+04   0.000e+00  -1.293e-01  -1.485e-03   5.173e+05   1.552e+06   5.940e+03   1.552e+06   5.173e+05

NODE_LIST
  Node-#       x       y     x-Force     y-Force      x-Disp      y-Disp
       1       0       0   2.078e+06   6.206e+06   0.000e+00   0.000e+00
       2     100       0  -2.562e+06   9.541e+06   0.000e+00   0.000e+00
       3     100      80  -7.331e+04  -6.594e+05   0.000e+00  -5.438e+00
       4       0      80   6.360e+04  -5.345e+05   0.000e+00  -5.435e+00
       5      44      40   0.000e+00  -3.289e+04  -6.167e-02  -3.347e+00
       6      47      40   0.000e+00  -9.449e+04  -6.131e-02  -3.091e+00
       7      49      40   0.000e+00  -8.301e+04  -3.266e-02  -2.990e+00
       8      52      40   0.000e+00  -6.534e+04   2.065e-02  -3.008e+00
       9      54      40   0.000e+00  -1.275e+05   2.780e-02  -3.147e+00
      10      60      38   0.000e+00  -1.921e+05   8.008e-03  -3.633e+00
      11      60      40   0.000e+00  -8.500e+04   5.258e-02  -3.854e+00
      12      60      42   0.000e+00  -8.333e+04   2.054e-02  -4.113e+00
      13      60      44   0.000e+00  -1.503e+05   5.949e-02  -4.360e+00
      14      58      40   0.000e+00  -1.528e+05   4.355e-03  -3.619e+00
      15      58      43   0.000e+00  -7.881e+04  -4.756e-02  -4.163e+00
      16      57      45   0.000e+00  -4.365e+04  -2.402e-02  -4.518e+00
      17      56      46   0.000e+00  -1.631e+04  -1.933e-02  -4.774e+00
      18      56      47   0.000e+00  -1.009e+04  -1.457e-02  -4.913e+00
      19      55      48   0.000e+00  -1.732e+04  -1.538e-02  -5.035e+00
      20      55      49   0.000e+00  -2.178e+04  -1.352e-02  -5.149e+00
      21      53      49   0.000e+00  -2.748e+04  -1.584e-02  -5.265e+00
      22      50      50   0.000e+00  -8.132e+04   4.882e-03  -5.348e+00
      23      47      49   0.000e+00  -5.647e+04   2.872e-02  -5.258e+00
      24      46      49   0.000e+00  -1.812e+04   3.086e-02  -5.150e+00
      25      45      48   0.000e+00  -1.408e+04   3.226e-02  -5.029e+00
      26      44      47   0.000e+00  -1.263e+04   3.615e-02  -4.913e+00
      27      44      46   0.000e+00  -1.322e+04   3.938e-02  -4.789e+00
      28      43      45   0.000e+00  -2.633e+04   6.024e-02  -4.538e+00
      29      43      43   0.000e+00  -1.171e+05   3.541e-02  -4.198e+00
      30      43      40   0.000e+00  -1.245e+05  -2.246e-02  -3.698e+00
      31      62      40   0.000e+00  -1.256e+05   6.959e-02  -3.786e+00
      32      65      40   0.000e+00  -2.744e+05   1.745e-02  -3.892e+00
      33      65      43   0.000e+00  -3.715e+05   3.157e-02  -4.312e+00
      34      62      43   0.000e+00  -9.820e+04   7.960e-02  -4.330e+00
      35      50       0  -5.155e+03   1.343e+07   0.000e+00   0.000e+00
      36     100      40  -2.860e+06  -5.704e+05   0.000e+00  -4.059e+00
      37      50      80  -2.701e+04  -1.005e+06   0.000e+00  -5.662e+00
      38      43      19   0.000e+00  -1.521e+06   5.526e-02  -2.082e+00
      39       0      40   2.813e+06  -1.167e+06   0.000e+00  -4.071e+00
      40      25      80  -3.197e+05  -8.765e+05   0.000e+00  -5.509e+00
      41      75      80   3.679e+05  -9.038e+05   0.000e+00  -5.514e+00
      42      61      50   0.000e+00  -3.713e+05  -1.352e-02  -4.818e+00
      43      43      29   0.000e+00  -5.264e+05   9.479e-02  -2.880e+00
      44      21      41   0.000e+00  -2.156e+06  -3.439e-02  -4.152e+00
      45      29      60   0.000e+00  -1.726e+06   1.852e-02  -5.191e+00
      46      37      54   0.000e+00  -7.342e+05   3.862e-02  -4.991e+00
      47      75       0   3.408e+05   1.881e+07   0.000e+00   0.000e+00
      48      82      41   0.000e+00  -1.345e+06   2.221e-02  -4.157e+00
      49      55      65   0.000e+00  -6.449e+05  -2.204e-02  -5.512e+00
      50      41      51   0.000e+00  -2.520e+05   4.889e-02  -4.909e+00
      51      57      54   0.000e+00  -3.663e+05  -7.233e-02  -5.173e+00
      52      53      30   0.000e+00  -5.826e+05  -3.743e-02  -2.828e+00
      53      35      45   0.000e+00  -4.489e+05  -4.802e-02  -4.382e+00
      54      58      49   0.000e+00  -1.421e+05  -3.920e-02  -4.894e+00
      55      43      34   0.000e+00  -2.669e+05   9.671e-02  -3.207e+00
      56      46      60   0.000e+00  -5.427e+05   4.236e-02  -5.412e+00
      57      42      48   0.000e+00  -1.128e+05   3.345e-02  -4.774e+00
      58      67      25   0.000e+00  -1.704e+06  -7.913e-02  -2.688e+00
      59      44      52   0.000e+00  -2.068e+05   7.789e-02  -5.159e+00
      60      74      41   0.000e+00  -8.589e+05   4.457e-02  -4.145e+00
      61      31      32   0.000e+00  -1.837e+06   2.874e-02  -3.417e+00
      62      67      61   0.000e+00  -1.750e+06  -3.269e-02  -5.261e+00
      63      55      51   0.000e+00  -9.689e+04  -6.224e-02  -5.158e+00
      64      50      35   0.000e+00  -3.019e+05   3.714e-03  -2.923e+00
      65      58      48   0.000e+00  -4.299e+04  -1.633e-02  -4.784e+00
      66      44      50   0.000e+00  -7.953e+04   7.104e-02  -5.018e+00
      67      56      34   0.000e+00  -6.576e+05  -1.006e-01  -3.147e+00
      68      39      44   0.000e+00  -2.306e+05  -3.924e-02  -4.356e+00
      69      52      55   0.000e+00  -2.584e+05  -2.230e-02  -5.378e+00
      70      64      35   0.000e+00  -8.790e+05  -3.261e-02  -3.552e+00
      71      43      37   0.000e+00  -1.665e+05   7.422e-02  -3.372e+00
      72      36      36   0.000e+00  -6.302e+05   9.539e-03  -3.701e+00
      73      56      50   0.000e+00  -5.051e+04  -4.761e-02  -5.024e+00
      74       0      20   3.092e+06  -8.020e+05   0.000e+00  -2.376e+00
      75      63      47   0.000e+00  -2.570e+05   3.370e-02  -4.567e+00
      76      72      52   0.000e+00  -1.002e+06   1.168e-02  -4.786e+00
      77     100      60  -1.583e+06  -1.049e+06   0.000e+00  -5.090e+00
      78      43      48   0.000e+00  -3.384e+04   4.941e-02  -4.904e+00
      79      70      35   0.000e+00  -1.075e+06  -8.510e-03  -3.666e+00
      80      84      63   0.000e+00  -1.279e+06   7.797e-04  -5.218e+00
      81      38      48   0.000e+00  -3.920e+05  -5.401e-03  -4.638e+00
      82      67      50   0.000e+00  -5.680e+05   9.862e-03  -4.732e+00
      83      47      36   0.000e+00  -2.709e+05   5.841e-02  -3.025e+00
      84      40      36   0.000e+00  -2.574e+05   5.437e-02  -3.533e+00
      85      37      30   0.000e+00  -8.288e+05   8.231e-02  -3.149e+00
      86      25       0  -2.979e+05   1.405e+07   0.000e+00   0.000e+00
      87      31      20   0.000e+00  -1.864e+06   6.431e-02  -2.254e+00
      88     100      20  -3.868e+06  -1.068e+06   0.000e+00  -2.376e+00
      89      83      25   0.000e+00  -1.933e+06  -2.776e-02  -2.850e+00
      90      60      28   0.000e+00  -1.159e+06  -9.125e-02  -2.806e+00
      91      57      13   0.000e+00  -9.890e+05  -2.426e-02  -1.497e+00
      92      32      50   0.000e+00  -8.963e+05  -1.473e-02  -4.722e+00
      93      16      25   0.000e+00  -1.140e+06   1.792e-02  -2.865e+00
      94      57      48   0.000e+00  -3.432e+04  -3.150e-02  -4.916e+00
      95      43      47   0.000e+00  -2.434e+04   3.963e-02  -4.798e+00
      96      41      46   0.000e+00  -1.292e+05   5.076e-03  -4.579e+00
      97      69      41   0.000e+00  -3.851e+05   5.728e-02  -4.127e+00
      98      53      37   0.000e+00  -1.521e+05  -2.692e-02  -3.040e+00
      99      60      48   0.000e+00  -1.260e+05  -1.108e-03  -4.725e+00
     100      45      50   0.000e+00  -7.436e+04   7.094e-02  -5.168e+00
     101      48      52   0.000e+00  -2.619e+05   4.463e-02  -5.319e+00
     102      27      45   0.000e+00  -6.929e+05  -4.288e-02  -4.387e+00
     103       0      60   1.483e+06  -8.127e+05   0.000e+00  -5.088e+00
     104      17      54   0.000e+00  -1.888e+06  -1.325e-02  -4.875e+00
     105      38       0  -3.697e+05   1.820e+07   0.000e+00   0.000e+00
     106      71      46   0.000e+00  -6.491e+05   3.004e-02  -4.467e+00
     107      79      48   0.000e+00  -1.232e+06   2.462e-02  -4.584e+00
     108     100      50  -2.160e+06  -1.188e+06   0.000e+00  -4.673e+00
     109      90      49   0.000e+00  -1.777e+06   1.419e-02  -4.620e+00
     110      64      56   0.000e+00  -6.839e+05  -2.585e-02  -5.064e+00
     111      47      31   0.000e+00  -4.687e+05   6.026e-02  -2.853e+00
     112      48      24   0.000e+00  -1.428e+06   1.552e-02  -2.427e+00
     113      78      35   0.000e+00  -1.265e+06   4.320e-03  -3.695e+00
     114      87      33   0.000e+00  -1.639e+06   5.461e-03  -3.577e+00
     115      40      41   0.000e+00  -2.762e+05  -5.912e-02  -4.029e+00
     116      41      55   0.000e+00  -5.195e+05   6.701e-02  -5.150e+00
     117      37      62   0.000e+00  -1.437e+06   4.233e-02  -5.335e+00
     118      38      80  -5.430e+05  -1.148e+06   0.000e+00  -5.612e+00
     119      31      71   0.000e+00  -1.878e+06   2.165e-02  -5.489e+00
     120      17      68   0.000e+00  -1.341e+06  -3.281e-03  -5.345e+00
     121      44      71   0.000e+00  -1.836e+06   2.112e-02  -5.594e+00
     122      46      56   0.000e+00  -3.279e+05   4.902e-02  -5.322e+00
     123      57      47   0.000e+00  -2.028e+04  -1.400e-02  -4.808e+00
     124      58      46   0.000e+00  -7.099e+04   1.238e-02  -4.616e+00
     125      44      49   0.000e+00  -2.697e+04   5.591e-02  -5.047e+00
     126      52      52   0.000e+00  -1.517e+05  -3.588e-02  -5.338e+00
     127      55      50   0.000e+00  -3.878e+04  -4.420e-02  -5.178e+00
     128      54      51   0.000e+00  -7.091e+04  -4.970e-02  -5.264e+00
     129      54      54   0.000e+00  -1.600e+05  -6.296e-02  -5.288e+00
     130      56      59   0.000e+00  -2.961e+05  -4.230e-02  -5.381e+00
     131      56      57   0.000e+00  -1.640e+05  -6.097e-02  -5.303e+00
     132      60      58   0.000e+00  -4.460e+05  -5.354e-02  -5.246e+00
     133      60      63   0.000e+00  -6.305e+05  -3.301e-02  -5.405e+00
     134      63      80   4.891e+05  -1.112e+06   0.000e+00  -5.618e+00
     135      61      71   0.000e+00  -1.319e+06  -2.234e-02  -5.561e+00
     136      25      52   0.000e+00  -1.303e+06  -1.662e-02  -4.793e+00
     137      78      57   0.000e+00  -1.874e+06   9.308e-03  -4.998e+00
     138      51      17   0.000e+00  -1.347e+06   7.801e-04  -1.840e+00
     139      44       9   0.000e+00  -1.806e+06   2.766e-02  -1.027e+00
     140      53      58   0.000e+00  -2.040e+05  -3.103e-02  -5.397e+00
     141      53      62   0.000e+00  -3.191e+05  -1.874e-02  -5.467e+00
     142      49      67   0.000e+00  -5.975e+05   5.935e-03  -5.559e+00
     143      49      58   0.000e+00  -2.757e+05   1.264e-02  -5.415e+00
     144      54      72   0.000e+00  -1.281e+06  -8.689e-03  -5.618e+00
     145      49      62   0.000e+00  -2.943e+05   9.906e-03  -5.482e+00
     146      44      65   0.000e+00  -5.192e+05   2.410e-02  -5.498e+00
     147      39      24   0.000e+00  -8.153e+05   8.162e-02  -2.578e+00
     148      42      46   0.000e+00  -3.056e+04   2.174e-02  -4.656e+00
     149      74      28   0.000e+00  -1.272e+06  -3.935e-02  -3.083e+00
     150      75      17   0.000e+00  -2.197e+06  -5.423e-02  -1.963e+00
     151      88       0   1.488e+05   1.930e+07   0.000e+00   0.000e+00
     152      87      13   0.000e+00  -2.411e+06  -2.453e-02  -1.602e+00
     153      50      37   0.000e+00  -1.276e+05  -1.643e-03  -2.962e+00
     154      36      42   0.000e+00  -2.909e+05  -5.842e-02  -4.154e+00
     155      31      41   0.000e+00  -8.334e+05  -3.996e-02  -4.112e+00
     156      52      50   0.000e+00  -4.276e+04  -9.532e-03  -5.339e+00
     157      75      65   0.000e+00  -1.244e+06  -1.608e-02  -5.307e+00
     158      88      80   2.029e+05  -1.006e+06   0.000e+00  -5.451e+00
     159      81      72   0.000e+00  -1.662e+06  -2.717e-03  -5.432e+00
     160     100      72  -6.009e+05  -6.406e+05   0.000e+00  -5.364e+00
     161      60      20   0.000e+00  -1.393e+06  -6.470e-02  -2.188e+00
     162      66      13   0.000e+00  -1.577e+06  -5.223e-02  -1.531e+00
     163      63       0   2.130e+05   1.392e+07   0.000e+00   0.000e+00
     164      90      70   0.000e+00  -2.263e+06  -3.385e-04  -5.371e+00
     165      40      32   0.000e+00  -2.476e+05   9.585e-02  -3.196e+00
     166     100      30  -3.380e+06  -1.206e+06   0.000e+00  -3.315e+00
     167      13       0  -7.342e+04   8.339e+06   0.000e+00   0.000e+00
     168      19      12   0.000e+00  -8.535e+05   3.371e-02  -1.486e+00
     169      34      10   0.000e+00  -2.171e+06   5.106e-02  -1.185e+00
     170       0       8   3.342e+06  -3.344e+05   0.000e+00  -1.023e+00
     171      92      25   0.000e+00  -1.575e+06  -8.609e-03  -2.864e+00
     172      73       8   0.000e+00  -1.051e+06  -3.508e-02  -1.026e+00
     173      13      80  -1.309e+05  -1.214e+06   0.000e+00  -5.458e+00
     174       0      70   6.787e+05  -7.493e+05   0.000e+00  -5.348e+00
     175       8      65   0.000e+00  -1.949e+06  -1.923e-03  -5.251e+00
     176       9      14   0.000e+00  -7.761e+05   1.514e-02  -1.728e+00
     177       8      73   0.000e+00  -1.316e+06   1.274e-03  -5.406e+00
     178      10      45   0.000e+00  -2.089e+06  -1.463e-02  -4.375e+00
     179       0      30   3.419e+06  -1.005e+06   0.000e+00  -3.310e+00
     180       0      50   2.117e+06  -9.259e+05   0.000e+00  -4.661e+00
     181       8      55   0.000e+00  -1.471e+06  -5.553e-03  -4.895e+00
     182      13      35   0.000e+00  -2.259e+06  -1.047e-02  -3.717e+00
     183      22      32   0.000e+00  -1.396e+06   9.605e-03  -3.441e+00
     184       7      25   0.000e+00  -1.180e+06   9.490e-03  -2.865e+00
